Unnamed: 0,Unnamed: 0.1,nctid,CUI,standard_name,measure_type,measure_id,standard_measuer_id,conceptId,conceptName,domainId
4073,8754,NCT04640402,C0032042,Placebo,Comparator,intervention_8755,standard_inter_4,44804245,Placebo,Observation
4074,8755,NCT04640610,0,Storage of operating waste,Comparator,intervention_8756,standard_inter_2882,4130880,Mining waste,Observation
4075,8756,NCT04641182,0,Prone position,Comparator,intervention_8757,standard_inter_726,36309967,Prone position,Meas Value
4076,8758,NCT04641195,C0032042,Placebo,Comparator,intervention_8759,standard_inter_4,44804245,Placebo,Observation
4077,8763,NCT04641481,C0032042,Placebo,Comparator,intervention_8764,standard_inter_4,44804245,Placebo,Observation
4078,8766,NCT04641858,0,BCG-Denmark,Comparator,intervention_8767,standard_inter_874,41917250,Denmark,Geography
4079,8767,NCT04641858,0,Saline,Comparator,intervention_8768,standard_inter_414,42077543,Saline,Geography
4080,8773,NCT04642339,C0032042,Placebo,Comparator,intervention_8774,standard_inter_4,44804245,Placebo,Observation
4081,8778,NCT04642638,C0032042,Placebo,Comparator,intervention_8779,standard_inter_4,44804245,Placebo,Observation
4082,8779,NCT04642638,0,CELLECTRA® 2000,Comparator,intervention_8780,standard_inter_319,45884570,Injection (Depo-Provera® or Lunelle),Meas Value
4083,8780,NCT04642638,C0032042,Placebo,Comparator,intervention_8781,standard_inter_4,44804245,Placebo,Observation
4084,8781,NCT04642638,0,CELLECTRA® 2000,Comparator,intervention_8782,standard_inter_319,45884570,Injection (Depo-Provera® or Lunelle),Meas Value
4085,8784,NCT04642638,C0032042,Placebo,Comparator,intervention_8785,standard_inter_4,44804245,Placebo,Observation
4086,8785,NCT04642638,0,CELLECTRA® 2000,Comparator,intervention_8786,standard_inter_319,45884570,Injection (Depo-Provera® or Lunelle),Meas Value
4087,8789,NCT04642950,C0032042,Placebo,Comparator,intervention_8790,standard_inter_4,44804245,Placebo,Observation
4088,8792,NCT04643522,0,Clinical assessment,Comparator,intervention_8793,standard_inter_1778,36308045,Clinical assessment,Meas Value
4089,8793,NCT04643522,0,Clinical assessment,Comparator,intervention_8794,standard_inter_1778,36308045,Clinical assessment,Meas Value
4090,8795,NCT04643678,C0245109,Anakinra,Comparator,intervention_8796,standard_inter_18,1114375,anakinra,Drug
4091,8796,NCT04643678,C2936643,Standard of Care,Comparator,intervention_8797,standard_inter_43,42078880,Standard,Geography
4092,8799,NCT04643860,0,Differential Leucocyte Count (CLDC) device and algorithm,Comparator,intervention_8800,standard_inter_2892,37394163,Leucocyte count,Measurement
4093,8806,NCT04644120,C0032042,Placebo,Comparator,intervention_8807,standard_inter_4,44804245,Placebo,Observation
4094,8808,NCT04644120,C0032042,Placebo,Comparator,intervention_8809,standard_inter_4,44804245,Placebo,Observation
4095,8810,NCT04644120,C0032042,Placebo,Comparator,intervention_8811,standard_inter_4,44804245,Placebo,Observation
4096,8814,NCT04644120,C0032042,Placebo,Comparator,intervention_8815,standard_inter_4,44804245,Placebo,Observation
4097,8815,NCT04644120,C0032042,Placebo,Comparator,intervention_8816,standard_inter_4,44804245,Placebo,Observation
4098,8819,NCT04644120,C0032042,Placebo,Comparator,intervention_8820,standard_inter_4,44804245,Placebo,Observation
4099,8820,NCT04644120,C0032042,Placebo,Comparator,intervention_8821,standard_inter_4,44804245,Placebo,Observation
4100,8821,NCT04644146,0,GENETIC,Comparator,intervention_8822,standard_inter_2899,44804331,Genetics,Observation
4101,8822,NCT04644146,0,GENETIC,Comparator,intervention_8823,standard_inter_2899,44804331,Genetics,Observation
4102,8823,NCT04644159,0,Human biological samples,Comparator,intervention_8824,standard_inter_219,4132247,Specimen from urinary tract,Specimen
4103,8824,NCT04644159,0,Human biological samples,Comparator,intervention_8825,standard_inter_219,4132247,Specimen from urinary tract,Specimen
4104,8825,NCT04644159,0,Human biological samples,Comparator,intervention_8826,standard_inter_219,4132247,Specimen from urinary tract,Specimen
4105,8829,NCT04644172,0,Speed of Processing Training,Comparator,intervention_8830,standard_inter_2900,4125183,Processing speed,Observation
4106,8830,NCT04644172,0,Instrumental Activities of Daily Living Shaping,Comparator,intervention_8831,standard_inter_2901,4164981,Instrumental activities of daily living,Measurement
4107,8831,NCT04644172,0,Transfer Package from CI Therapy,Comparator,intervention_8832,standard_inter_2902,46271850,Transfer of care from hospital,Observation
4108,8832,NCT04644172,0,Usual Care,Comparator,intervention_8833,standard_inter_49,45882948,Usually,Meas Value
4109,8835,NCT04644185,C0032042,Placebo,Comparator,intervention_8836,standard_inter_4,44804245,Placebo,Observation
4110,8836,NCT04644198,0,Convalescent Plasma Infusion,Comparator,intervention_8837,standard_inter_2903,4112241,Convalescent phase,Observation
4111,8838,NCT04644276,0,Mask with Mask Adhesive/Arm 1,Comparator,intervention_8839,standard_inter_2904,763872,Silk adhesive tape,Device
4112,8839,NCT04644276,0,Mask without Mask Adhesive / Arm 2,Comparator,intervention_8840,standard_inter_2905,4296054,Hydrogel sheet without adhesive border 12cm discs,Device
4113,8840,NCT04644302,0,microcirculation recording,Comparator,intervention_8841,standard_inter_2906,4277934,Circulating,Observation
4114,8841,NCT04644302,0,microcirculation recording,Comparator,intervention_8842,standard_inter_2906,4277934,Circulating,Observation
4115,8844,NCT04644341,0,cardiovascular and respiratory systems monitoring,Comparator,intervention_8845,standard_inter_2908,4168140,Cardiovascular monitoring,Observation
4116,8845,NCT04644705,C0028017,Niclosamide,Comparator,intervention_8846,standard_inter_861,19018416,niclosamide,Drug
4117,8846,NCT04644705,C0032042,Placebo,Comparator,intervention_8847,standard_inter_4,44804245,Placebo,Observation
4118,8847,NCT04644705,C0028017,Niclosamide,Comparator,intervention_8848,standard_inter_861,19018416,niclosamide,Drug
4119,8848,NCT04644705,C0028017,Niclosamide,Comparator,intervention_8849,standard_inter_861,19018416,niclosamide,Drug
4120,8849,NCT04644705,C0028017,Niclosamide,Comparator,intervention_8850,standard_inter_861,19018416,niclosamide,Drug
4121,8850,NCT04644705,C0032042,Placebo,Comparator,intervention_8851,standard_inter_4,44804245,Placebo,Observation
4122,8851,NCT04645368,0,bovhyaluronidase azoxymer,Comparator,intervention_8852,standard_inter_2909,19073699,hyaluronidase,Drug
4123,8858,NCT04645563,0,Sending thorax ct video images via smartphone applications,Comparator,intervention_8859,standard_inter_2910,35823654,Smartphone,Observation
4124,8862,NCT04646044,C2936643,Standard of Care,Comparator,intervention_8863,standard_inter_43,42078880,Standard,Geography
4125,8863,NCT04646044,C0032042,Placebo,Comparator,intervention_8864,standard_inter_4,44804245,Placebo,Observation
4126,8866,NCT04646239,0,Heterologous stimuli,Comparator,intervention_8867,standard_inter_2912,4280664,Heterologous state,Condition
4127,8867,NCT04646239,0,Neutralization assay,Comparator,intervention_8868,standard_inter_2913,4013120,Heparin neutralization assay,Measurement
4128,8868,NCT04646421,0,Motivational telephone intervention,Comparator,intervention_8869,standard_inter_2914,1176443,Interventional radiology Telephone encounter Note,Observation
4129,8870,NCT04646421,0,Motivational telephone intervention,Comparator,intervention_8871,standard_inter_2914,1176443,Interventional radiology Telephone encounter Note,Observation
4130,8872,NCT04646590,C0032042,Placebo,Comparator,intervention_8873,standard_inter_4,44804245,Placebo,Observation
4131,8874,NCT04646603,C0032042,Placebo,Comparator,intervention_8875,standard_inter_4,44804245,Placebo,Observation
4132,8876,NCT04646655,C0206460,Enoxaparin,Comparator,intervention_8877,standard_inter_439,1301025,enoxaparin,Drug
4133,8879,NCT04647305,0,Surgical face mask use only,Comparator,intervention_8880,standard_inter_2919,4252707,Surgical face mask,Device
4134,8880,NCT04647604,C3252719,Omegaven,Comparator,intervention_8881,standard_inter_2920,35200174,fish oil (containing omega-3 acids) 100 MG/ML Injection [Omegaven],Drug
4135,8881,NCT04647604,C0037494,Sodium chloride,Comparator,intervention_8882,standard_inter_484,967823,sodium chloride,Drug
4136,8882,NCT04647656,0,Hyperbaric oxygen,Comparator,intervention_8883,standard_inter_241,722665,Hyperbaric Oxygen,Observation
4137,8883,NCT04647656,0,Sham,Comparator,intervention_8884,standard_inter_2921,36032804,Shame,Meas Value
4138,8884,NCT04647669,C2936643,Standard of Care,Comparator,intervention_8885,standard_inter_43,42078880,Standard,Geography
4139,8885,NCT04647669,0,Remdesivir,Comparator,intervention_8886,standard_inter_77,37499271,remdesivir,Drug
4140,8886,NCT04647669,C4078312,Acalabrutinib,Comparator,intervention_8887,standard_inter_451,792764,acalabrutinib,Drug
4141,8887,NCT04647669,0,Interferon beta-1a,Comparator,intervention_8888,standard_inter_261,722424,interferon beta-1a,Drug
4142,8888,NCT04647682,0,physical activity program,Comparator,intervention_8889,standard_inter_2922,4305743,Referral to physical activity program,Observation
4143,8890,NCT04647695,0,Remdesivir,Comparator,intervention_8891,standard_inter_77,37499271,remdesivir,Drug
4144,8892,NCT04647734,C2936643,Standard of Care,Comparator,intervention_8893,standard_inter_43,42078880,Standard,Geography
4145,8893,NCT04647747,0,Self measurement with pulse oximeter,Comparator,intervention_8894,standard_inter_2924,40491434,Pulse oximeter,Device
4146,8894,NCT04647994,0,SARS-CoV-2 serology,Comparator,intervention_8895,standard_inter_1518,37311065,SARS-CoV-2,Observation
4147,8895,NCT04647994,0,SARS-CoV-2 serology,Comparator,intervention_8896,standard_inter_1518,37311065,SARS-CoV-2,Observation
4148,8896,NCT04647994,0,SARS-CoV-2 serology,Comparator,intervention_8897,standard_inter_1518,37311065,SARS-CoV-2,Observation
4149,8897,NCT04647994,0,SARS-CoV-2 serology,Comparator,intervention_8898,standard_inter_1518,37311065,SARS-CoV-2,Observation
4150,8898,NCT04648410,0,questionnaire,Comparator,intervention_8899,standard_inter_497,44804112,Questionnaire,Observation
4151,8899,NCT04648709,0,ELISPOT,Comparator,intervention_8900,standard_inter_2925,4080303,Leiostomus xanthurus,Observation
4152,8900,NCT04648709,0,QUANTIFERON,Comparator,intervention_8901,standard_inter_2926,36878676,quantified,Drug
4153,8901,NCT04648709,0,ELISPOT,Comparator,intervention_8902,standard_inter_2925,4080303,Leiostomus xanthurus,Observation
4154,8902,NCT04648709,0,QUANTIFERON,Comparator,intervention_8903,standard_inter_2926,36878676,quantified,Drug
4155,8903,NCT04648709,0,ELISPOT,Comparator,intervention_8904,standard_inter_2925,4080303,Leiostomus xanthurus,Observation
4156,8904,NCT04648709,0,QUANTIFERON,Comparator,intervention_8905,standard_inter_2926,36878676,quantified,Drug
4157,8905,NCT04648709,0,ELISPOT,Comparator,intervention_8906,standard_inter_2925,4080303,Leiostomus xanthurus,Observation
4158,8906,NCT04648709,0,QUANTIFERON,Comparator,intervention_8907,standard_inter_2926,36878676,quantified,Drug
4159,8907,NCT04648709,0,ELISPOT,Comparator,intervention_8908,standard_inter_2925,4080303,Leiostomus xanthurus,Observation
4160,8908,NCT04648709,0,QUANTIFERON,Comparator,intervention_8909,standard_inter_2926,36878676,quantified,Drug
4161,8910,NCT04648800,0,BCG-10 vaccine,Comparator,intervention_8911,standard_inter_2927,4173939,BCG vaccination,Procedure
4162,8911,NCT04648800,0,0.9% saline,Comparator,intervention_8912,standard_inter_1570,36703757,Generic Negative Control 0.9% Saline solution for skin prick test,Observation
4163,8913,NCT04649021,C0032042,Placebo,Comparator,intervention_8914,standard_inter_4,44804245,Placebo,Observation
4164,8915,NCT04649086,0,Rehabilitation by Concentric exercises,Comparator,intervention_8916,standard_inter_2929,4032376,Physical rehabilitation therapy procedure,Observation
4165,8917,NCT04649151,C0032042,Placebo,Comparator,intervention_8918,standard_inter_4,44804245,Placebo,Observation
4166,8918,NCT04649320,0,questionnaire,Comparator,intervention_8919,standard_inter_497,44804112,Questionnaire,Observation
4167,8923,NCT04649515,0,0.9% saline,Comparator,intervention_8924,standard_inter_1570,36703757,Generic Negative Control 0.9% Saline solution for skin prick test,Observation
4168,8924,NCT04649658,0,Prone position,Comparator,intervention_8925,standard_inter_726,36309967,Prone position,Meas Value
4169,8928,NCT04649775,0,AirFLO2,Comparator,intervention_8929,standard_inter_2932,4261775,Airflow,Observation
4170,8930,NCT04649827,0,Clinical Observation,Comparator,intervention_8931,standard_inter_2933,1147304,observation,Metadata
4171,8931,NCT04649840,0,Humoral and cellular immunity,Comparator,intervention_8932,standard_inter_2934,439000,Cellular immune defect,Condition
4172,8932,NCT04649840,0,Humoral and cellular immunity,Comparator,intervention_8933,standard_inter_2934,439000,Cellular immune defect,Condition
4173,8934,NCT04649879,C2936643,Standard of Care,Comparator,intervention_8935,standard_inter_43,42078880,Standard,Geography
4174,8935,NCT04649918,0,pulmonary rehabilitation,Comparator,intervention_8936,standard_inter_2888,4035793,Pulmonary rehabilitation,Procedure
4175,8936,NCT04649918,0,pulmonary rehabilitation,Comparator,intervention_8937,standard_inter_2888,4035793,Pulmonary rehabilitation,Procedure
4176,8938,NCT04649996,0,Appendectomy,Comparator,intervention_8939,standard_inter_1874,4198190,Appendectomy,Procedure
4177,8939,NCT04649996,0,Appendectomy,Comparator,intervention_8940,standard_inter_1874,4198190,Appendectomy,Procedure
4178,8940,NCT04650087,C3530461,Apixaban 2.5 MG,Comparator,intervention_8941,standard_inter_2074,43013025,apixaban 2.5 MG,Drug
4179,8941,NCT04650087,C0032042,Placebo,Comparator,intervention_8942,standard_inter_4,44804245,Placebo,Observation
4180,8942,NCT04650178,0,Quality-of-Life Assessment,Comparator,intervention_8943,standard_inter_1096,4295954,Dying/death measures management,Procedure
4181,8943,NCT04650178,C1882515,Questionnaire Administration,Comparator,intervention_8944,standard_inter_66,44804112,Questionnaire,Observation
4182,8944,NCT04650191,0,Identification of genetic variants,Comparator,intervention_8945,standard_inter_2935,4271711,Genetic variation,Condition
4183,8945,NCT04650191,0,Identification of genetic variants,Comparator,intervention_8946,standard_inter_2935,4271711,Genetic variation,Condition
4184,8946,NCT04650191,0,Identification of genetic variants,Comparator,intervention_8947,standard_inter_2935,4271711,Genetic variation,Condition
4185,8951,NCT04651400,C0003438,Antithrombin III,Comparator,intervention_8952,standard_inter_2938,1436169,antithrombin III,Drug
4186,8953,NCT04651400,C0003438,Antithrombin III,Comparator,intervention_8954,standard_inter_2938,1436169,antithrombin III,Drug
4187,8955,NCT04651413,0,PCR Value,Comparator,intervention_8956,standard_inter_2939,4159718,Order values,Observation
4188,8956,NCT04651790,0,SARS-CoV-2 inactivated vaccine,Comparator,intervention_8957,standard_inter_2940,3655885,SARS-CoV-2 IgM,Observation
4189,8963,NCT04652102,C0032042,Placebo,Comparator,intervention_8964,standard_inter_4,44804245,Placebo,Observation
4190,8965,NCT04652102,C0032042,Placebo,Comparator,intervention_8966,standard_inter_4,44804245,Placebo,Observation
4191,8967,NCT04652505,C1882515,Questionnaire Administration,Comparator,intervention_8968,standard_inter_66,44804112,Questionnaire,Observation
4192,8969,NCT04652518,C0032042,Placebo,Comparator,intervention_8970,standard_inter_4,44804245,Placebo,Observation
4193,8970,NCT04652596,0,Produce prescription program,Comparator,intervention_8971,standard_inter_2944,36210174,Prescription,Meas Value
4194,8971,NCT04652596,0,Grocery store gift cards,Comparator,intervention_8972,standard_inter_2945,38004523,Grocery Store,Visit
4195,8972,NCT04652648,C0020336,Hydroxychloroquine,Comparator,intervention_8973,standard_inter_16,1777087,hydroxychloroquine,Drug
4196,8975,NCT04652674,0,In-person postoperative visit,Comparator,intervention_8976,standard_inter_2947,4084838,Postoperative visit,Observation
4197,8977,NCT04652765,0,Camostat Mesilate,Comparator,intervention_8978,standard_inter_183,43009043,camostat mesilate,Drug
4198,8978,NCT04652765,C1166397,Bicalutamide 150 mg,Comparator,intervention_8979,standard_inter_2948,19097757,bicalutamide 150 MG,Drug
4199,8979,NCT04653727,0,Cross-sectional survey,Comparator,intervention_8980,standard_inter_2949,37303885,Cross-sectional thorax,Spec Anatomic Site
4200,8980,NCT04653831,C2936643,Standard of Care,Comparator,intervention_8981,standard_inter_43,42078880,Standard,Geography
4201,8983,NCT04654325,0,conjunctival swab,Comparator,intervention_8984,standard_inter_744,4119507,Conjunctival swab,Specimen
4202,8984,NCT04654416,C0009262,colchicine,Comparator,intervention_8985,standard_inter_191,1101554,colchicine,Drug
4203,8985,NCT04654416,C0009262,colchicine,Comparator,intervention_8986,standard_inter_191,1101554,colchicine,Drug
4204,8986,NCT04654442,0,TestNPass,Comparator,intervention_8987,standard_inter_2950,35949952,EEF1A2 (eukaryotic translation elongation factor 1 alpha 2) gene variant measurement,Measurement
4205,8987,NCT04654442,0,TestNPass,Comparator,intervention_8988,standard_inter_2950,35949952,EEF1A2 (eukaryotic translation elongation factor 1 alpha 2) gene variant measurement,Measurement
4206,8988,NCT04654481,C2936643,Standard of Care,Comparator,intervention_8989,standard_inter_43,42078880,Standard,Geography
4207,8996,NCT04655586,C0019134,Heparin,Comparator,intervention_8997,standard_inter_420,1367571,heparin,Drug
4208,8998,NCT04655625,C0032042,Placebo,Comparator,intervention_8999,standard_inter_4,44804245,Placebo,Observation
4209,9000,NCT04655625,C0032042,Placebo,Comparator,intervention_9001,standard_inter_4,44804245,Placebo,Observation
4210,9002,NCT04655638,C0030054,oxygen,Comparator,intervention_9003,standard_inter_321,36308111,Oxygen,Meas Value
4211,9007,NCT04656613,C0032042,Placebo,Comparator,intervention_9008,standard_inter_4,44804245,Placebo,Observation
4212,9009,NCT04656626,0,Progressive muscle relaxation,Comparator,intervention_9010,standard_inter_2958,4043204,Jacobson technique,Observation
4213,9011,NCT04657263,0,Vaccine coverage assessment,Comparator,intervention_9012,standard_inter_2959,4098940,Skeletal maturity survey,Procedure
4214,9012,NCT04657419,0,survey,Comparator,intervention_9013,standard_inter_554,44804317,Survey,Observation
4215,9013,NCT04657445,0,visual analogue scale,Comparator,intervention_9014,standard_inter_2960,4158877,Visual analog scale,Measurement
4216,9014,NCT04657445,0,visual analogue scale,Comparator,intervention_9015,standard_inter_2960,4158877,Visual analog scale,Measurement
4217,9016,NCT04657484,C0032950,prednisolone,Comparator,intervention_9017,standard_inter_2962,1550557,prednisolone,Drug
4218,9017,NCT04657484,C0032950,prednisolone,Comparator,intervention_9018,standard_inter_2962,1550557,prednisolone,Drug
4219,9019,NCT04657497,C0032042,Placebo,Comparator,intervention_9020,standard_inter_4,44804245,Placebo,Observation
4220,9020,NCT04657510,C5203670,COVID-19,Comparator,intervention_9021,standard_inter_926,37311061,COVID-19,Condition
4221,9021,NCT04657510,C5203670,COVID-19,Comparator,intervention_9022,standard_inter_926,37311061,COVID-19,Condition
4222,9024,NCT04657809,0,Insulin film,Comparator,intervention_9025,standard_inter_2964,45884660,Insulin,Meas Value
4223,9025,NCT04657809,0,Fast dissolving film,Comparator,intervention_9026,standard_inter_2965,37003095,melatonin 12 MG Disintegrating Oral Tablet,Drug
4224,9033,NCT04659109,C0032042,Placebo,Comparator,intervention_9034,standard_inter_4,44804245,Placebo,Observation
4225,9042,NCT04659200,0,Venous blood was collected for biochemistry testing.,Comparator,intervention_9043,standard_inter_2969,4013232,Blood sent for chemistry,Observation
4226,9043,NCT04659200,0,Venous blood was collected for biochemistry testing.,Comparator,intervention_9044,standard_inter_2969,4013232,Blood sent for chemistry,Observation
4227,9045,NCT04659239,C0032042,Placebo,Comparator,intervention_9046,standard_inter_4,44804245,Placebo,Observation
4228,9046,NCT04659304,0,Allocetra-OTS,Comparator,intervention_9047,standard_inter_2157,41933298,Ballots,Geography
4229,9047,NCT04659304,0,Allocetra-OTS,Comparator,intervention_9048,standard_inter_2157,41933298,Ballots,Geography
4230,9048,NCT04659304,0,Allocetra-OTS,Comparator,intervention_9049,standard_inter_2157,41933298,Ballots,Geography
4231,9049,NCT04659356,0,Patients admitted in Intensive Care Units,Comparator,intervention_9050,standard_inter_2970,4138933,Admission to intensive care unit,Observation
4232,9051,NCT04659460,0,Remote Ischemic Conditioning,Comparator,intervention_9052,standard_inter_2971,37311323,Ischemic preconditioning,Procedure
4233,9057,NCT04659759,0,COVID-19 exposure,Comparator,intervention_9058,standard_inter_351,723460,COVID-19 Evaluation note,Observation
4234,9058,NCT04659759,0,COVID-19 vaccine,Comparator,intervention_9059,standard_inter_2975,35894915,COVID-19 vaccine,Drug
4235,9062,NCT04659772,C0032042,Placebo,Comparator,intervention_9063,standard_inter_4,44804245,Placebo,Observation
4236,9063,NCT04659876,0,clinical features and laboratory values,Comparator,intervention_9064,standard_inter_2976,38004692,Clinical Laboratory,Provider
4237,9064,NCT04659876,0,clinical features and laboratory values,Comparator,intervention_9065,standard_inter_2976,38004692,Clinical Laboratory,Provider
4238,9065,NCT04659889,0,Blood sampling (venesection),Comparator,intervention_9066,standard_inter_2977,4218408,Collection of blood specimen for laboratory,Procedure
4239,9066,NCT04659889,0,Blood sampling (venesection),Comparator,intervention_9067,standard_inter_2977,4218408,Collection of blood specimen for laboratory,Procedure
4240,9076,NCT04659941,0,BCG vaccine,Comparator,intervention_9077,standard_inter_1441,4173939,BCG vaccination,Procedure
4241,9077,NCT04660422,0,Medical Record Review,Comparator,intervention_9078,standard_inter_2981,45882771,Record review,Meas Value
4242,9078,NCT04660422,0,Medical Record Review,Comparator,intervention_9079,standard_inter_2981,45882771,Record review,Meas Value
4243,9079,NCT04660422,0,VitalTalk communication skills training,Comparator,intervention_9080,standard_inter_2982,4149623,Communication skills training,Procedure
4244,9080,NCT04660422,0,ACP Decisions Video Program,Comparator,intervention_9081,standard_inter_2983,45760766,Video printer,Device
4245,9081,NCT04660422,0,Intervention training:,Comparator,intervention_9082,standard_inter_2984,40765128,Interventions Narrative,Observation
4246,9082,NCT04660422,0,Medical Record Review,Comparator,intervention_9083,standard_inter_2981,45882771,Record review,Meas Value
4247,9087,NCT04661410,0,Supportive Therapy,Comparator,intervention_9088,standard_inter_2988,35803413,Supportive therapy,Regimen
4248,9091,NCT04661540,C0032042,Placebo,Comparator,intervention_9092,standard_inter_4,44804245,Placebo,Observation
4249,9092,NCT04661657,0,Transthoracic echocardiogram (TTE),Comparator,intervention_9093,standard_inter_2991,4335825,Transthoracic echocardiography,Procedure
4250,9093,NCT04661657,0,Cardiovascular Magnetic Resonance (CMR) Imaging,Comparator,intervention_9094,standard_inter_2992,45768284,Cardiovascular magnetic resonance imaging system,Device
4251,9094,NCT04661657,0,Transthoracic echocardiogram (TTE),Comparator,intervention_9095,standard_inter_2991,4335825,Transthoracic echocardiography,Procedure
4252,9095,NCT04661657,0,Cardiovascular Magnetic Resonance (CMR) Imaging,Comparator,intervention_9096,standard_inter_2992,45768284,Cardiovascular magnetic resonance imaging system,Device
4253,9100,NCT04661839,C0032042,Placebo,Comparator,intervention_9101,standard_inter_4,44804245,Placebo,Observation
4254,9103,NCT04661930,0,Usual Care,Comparator,intervention_9104,standard_inter_49,45882948,Usually,Meas Value
4255,9104,NCT04661930,C0032042,Placebo,Comparator,intervention_9105,standard_inter_4,44804245,Placebo,Observation
4256,9108,NCT04662060,C0032042,Placebo,Comparator,intervention_9109,standard_inter_4,44804245,Placebo,Observation
4257,9110,NCT04662073,C0032042,Placebo,Comparator,intervention_9111,standard_inter_4,44804245,Placebo,Observation
4258,9113,NCT04662437,0,Venous blood was collected for biochemistry testing,Comparator,intervention_9114,standard_inter_2998,4013232,Blood sent for chemistry,Observation
4259,9114,NCT04662437,0,Venous blood was collected for biochemistry testing,Comparator,intervention_9115,standard_inter_2998,4013232,Blood sent for chemistry,Observation
4260,9116,NCT04662671,0,RD-X19,Comparator,intervention_9117,standard_inter_2999,35953584,COX19 (cytochrome c oxidase assembly factor COX19) gene variant measurement,Measurement
4261,9120,NCT04663555,C0011777,Dexamethasone,Comparator,intervention_9121,standard_inter_217,1518254,dexamethasone,Drug
4262,9122,NCT04663594,0,Ashmolean Website,Comparator,intervention_9123,standard_inter_3002,41881948,Ashmont,Geography
4263,9123,NCT04663659,0,No Intervention,Comparator,intervention_9124,standard_inter_214,40765128,Interventions Narrative,Observation
4264,9124,NCT04663659,0,No Intervention,Comparator,intervention_9125,standard_inter_214,40765128,Interventions Narrative,Observation
4265,9126,NCT04663737,0,SOC,Comparator,intervention_9127,standard_inter_1634,792859,isocetane,Drug
4266,9137,NCT04664023,0,"Blood collection at Day 8, Day 16, Day 24, Month 6 and Month 12 after first symptoms from SARS-CoV-2 infection",Comparator,intervention_9138,standard_inter_3005,3662381,Asymptomatic SARS-CoV-2,Condition
4267,9138,NCT04664023,0,"Blood collection at Day 8, Day 16, Day 24, Month 6 and Month 12 after first symptoms from SARS-CoV-2 infection",Comparator,intervention_9139,standard_inter_3005,3662381,Asymptomatic SARS-CoV-2,Condition
4268,9139,NCT04664023,0,"Blood collection at Day 8, Day 16, Day 24, Month 6 and Month 12 after first symptoms from SARS-CoV-2 infection",Comparator,intervention_9140,standard_inter_3005,3662381,Asymptomatic SARS-CoV-2,Condition
4269,9140,NCT04664023,0,"Blood collection at Day 8, Day 16, Day 24, Month 6 and Month 12 after first symptoms from SARS-CoV-2 infection",Comparator,intervention_9141,standard_inter_3005,3662381,Asymptomatic SARS-CoV-2,Condition
4270,9141,NCT04664049,0,NRICM101,Comparator,intervention_9142,standard_inter_3006,35951589,MCM10 (minichromosome maintenance 10 replication initiation factor) gene variant measurement,Measurement
4271,9143,NCT04664101,C4553390,Comparator,Comparator,intervention_9144,standard_inter_2763,41996127,Pamparato,Geography
4272,9144,NCT04664296,0,Review of medical patient file,Comparator,intervention_9145,standard_inter_3008,4057411,Review of medication,Procedure
4273,9145,NCT04664296,0,Phone call interview,Comparator,intervention_9146,standard_inter_3009,45884261,Interview,Meas Value
4274,9146,NCT04664309,0,No Intervention,Comparator,intervention_9147,standard_inter_214,40765128,Interventions Narrative,Observation
4275,9156,NCT04665778,0,hospital bedroom booking,Comparator,intervention_9157,standard_inter_3011,4239056,Hospital bed,Device
4276,9163,NCT04666025,0,Biospecimen Collection,Comparator,intervention_9164,standard_inter_972,4070456,Specimen collection,Procedure
4277,9164,NCT04666025,0,Diagnostic Laboratory Biomarker Analysis,Comparator,intervention_9165,standard_inter_2067,4187810,Laboratory diagnosis,Observation
4278,9165,NCT04666025,0,Electronic Health Record Review,Comparator,intervention_9166,standard_inter_2068,1035149,Electronic Health Record,Meas Value
4279,9166,NCT04666025,C1882515,Questionnaire Administration,Comparator,intervention_9167,standard_inter_66,44804112,Questionnaire,Observation
4280,9170,NCT04666233,0,Neonatal resuscitation without PPE for the prevention of SARS-Cov-2 infection,Comparator,intervention_9171,standard_inter_3015,37310286,Infection of upper respiratory tract caused by Severe acute respiratory syndrome coronavirus 2,Condition
4281,9171,NCT04666311,0,Accuracy of CAD4TB and Afinion CRP assay for pulmonary TB,Comparator,intervention_9172,standard_inter_3016,253954,Pulmonary tuberculosis,Condition
4282,9172,NCT04666311,0,CAD4COVID+WBC and COVID-19 RDT for SARS-CoV-2 infection,Comparator,intervention_9173,standard_inter_3017,739902,"SARS-COV-2 (COVID-19) vaccine, vector non-replicating",Drug
4283,9185,NCT04666597,0,Modified CariesCare International management,Comparator,intervention_9186,standard_inter_3020,4254356,Renal care management,Procedure
4284,9186,NCT04666753,0,ImmunoFormulation,Comparator,intervention_9187,standard_inter_3021,44790354,Change of medication formulation,Procedure
4285,9189,NCT04666779,0,Chiropractic care,Comparator,intervention_9190,standard_inter_3022,38004475,Chiropractic,Provider
4286,9191,NCT04667247,0,FoTv,Comparator,intervention_9192,standard_inter_3023,36308223,HOTV,Meas Value
4287,9193,NCT04667286,0,Prone Position (PP),Comparator,intervention_9194,standard_inter_3024,36309967,Prone position,Meas Value
4288,9194,NCT04667442,0,Nanomix eLab® COVID-19 Rapid Antigen Panel (non-interventional),Comparator,intervention_9195,standard_inter_3025,1333309,COVID-19 Related Testing,Observation
4289,9195,NCT04667442,0,Nanomix eLab® COVID-19 Rapid Antigen Panel (non-interventional),Comparator,intervention_9196,standard_inter_3025,1333309,COVID-19 Related Testing,Observation
