index,nctid,conditions,MTI_condition,DUI,TUI,conceptId,conceptName,domainId,condition_id
5903,NCT04508075,SARS-CoV2 Infection,"RNA, Viral",D012367,T036801,433403,Viral meningitis,Condition,condition_300
5904,NCT04508439,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5905,NCT04508439,Pneumonia,Pneumonia,D011014,T032393,255848,Pneumonia,Condition,condition_89
5906,NCT04508439,Coagulation Disorder,Blood Coagulation Disorders,D001778,T005167,432585,Blood coagulation disorder,Condition,condition_199
5907,NCT04508439,Pulmonary Embolism,Pulmonary Embolism,D011655,T034418,440417,Pulmonary embolism,Condition,condition_380
5908,NCT04508556,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5909,NCT04508712,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
5910,NCT04508777,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5911,NCT04508868,Depression,Depression,D003863,T011484,440383,Depressive disorder,Condition,condition_124
5912,NCT04508868,Depressive Symptoms,Depression,D003863,T011484,440383,Depressive disorder,Condition,condition_718
5913,NCT04508920,Cardiovascular Diseases,Cardiovascular Diseases,D002318,T006662,134057,Disorder of cardiovascular system,Condition,condition_12
5914,NCT04508920,Heart Failure,Heart Failure,D006333,T682059,316139,Heart failure,Condition,condition_187
5915,NCT04508933,"Respiratory Distress Syndrome, Adult",Respiratory Distress Syndrome,D012128,T001010711,4195694,Acute respiratory distress syndrome,Condition,condition_34
5916,NCT04508933,Ventilation Perfusion Mismatch,Lung,D008168,T024344,4203096,Lung mass,Condition,condition_1575
5917,NCT04508933,Pulmonary Edema,Pulmonary Edema,D011654,T034413,4078925,Pulmonary edema,Condition,condition_1252
5918,NCT04508933,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5919,NCT04508959,Coronavirus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_255
5920,NCT04508959,Coronavirus,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_83
5921,NCT04508959,SARS-CoV-2 Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_342
5922,NCT04508959,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5923,NCT04508972,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5924,NCT04508985,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
5925,NCT04508985,Cardiovascular Diseases,Cardiovascular Diseases,D002318,T006662,134057,Disorder of cardiovascular system,Condition,condition_12
5926,NCT04509713,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5927,NCT04509752,Dysphagia,Deglutition Disorders,D003680,T010723,4125001,Deglutition syncope,Condition,condition_1576
5928,NCT04509752,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5929,NCT04509947,Healthy,Health Status,D006304,T019120,4269314,Mental state finding,Condition,condition_334
5930,NCT04509973,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5931,NCT04509973,Hypoxia,Hypoxia,D000860,T002508,4306572,Hypoxia,Condition,condition_513
5932,NCT04509986,Surgery,Surgery,0,0,4299671,Complication of laser surgery,Condition,condition_299
5933,NCT04509986,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5934,NCT04509986,Post-Op Complication,Treatment Outcome,D016896,T050575,4200201,Finding of birth outcome,Condition,condition_1577
5935,NCT04509999,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
5936,NCT04510012,SARS-CoV Infection,SARS Virus,D045473,T538594,42600286,No virus seen,Condition,condition_129
5937,NCT04510012,Covid-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
5938,NCT04510025,Coronavirus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_255
5939,NCT04510025,Multi-Organ Disorder,Multi-Organ Disorder,0,0,4212484,Multiple organ failure,Condition,condition_1578
5940,NCT04510038,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5941,NCT04510038,Myocardial Injury,Heart Injuries,D006335,T019196,4003839,Injury of penis,Condition,condition_272
5942,NCT04510194,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5943,NCT04510194,SARS-CoV Infection,SARS Virus,D045473,T538594,42600286,No virus seen,Condition,condition_129
5944,NCT04510207,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
5945,NCT04510233,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5946,NCT04510402,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5947,NCT04510402,Povidone Iodine Adverse Reaction,Povidone-Iodine,D011206,T033006,36674758,Allergic contact dermatitis caused by povidone iodine,Condition,condition_1579
5948,NCT04510441,Coronavirus,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_83
5949,NCT04510454,Cancer,Neoplasms,D009369,T027926,438112,Neoplastic disease,Condition,condition_25
5950,NCT04510454,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
5951,NCT04510467,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5952,NCT04510467,Systemic Autoimmune Disease,Autoimmune Diseases,D001327,T003912,434621,Autoimmune disease,Condition,condition_1580
5953,NCT04510467,Inflammatory Rheumatism,Rheumatic Fever,D012213,T036324,442313,Rheumatic fever,Condition,condition_1581
5954,NCT04510467,Auto Inflammatory Diseases,Autoimmune Diseases,D001327,T003912,434621,Autoimmune disease,Condition,condition_1582
5955,NCT04510493,Coronavirus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_255
5956,NCT04510493,"Diabetes Mellitus, Type 2","Diabetes Mellitus, Type 2",D003924,T011751,201826,Type 2 diabetes mellitus,Condition,condition_474
5957,NCT04510519,Major Depressive Disorder,"Depressive Disorder, Major",D003865,T011490,4152280,Major depressive disorder,Condition,condition_912
5958,NCT04510519,Generalized Anxiety,Anxiety,D001007,T003092,441542,Anxiety,Condition,condition_586
5959,NCT04510623,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
5960,NCT04510623,SARS-CoV2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_35
5961,NCT04510662,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
5962,NCT04510662,Respiratory Insufficiency,Respiratory Insufficiency,D012131,T036135,318459,Respiratory insufficiency,Condition,condition_993
5963,NCT04510662,Telmisartan,Telmisartan,D000077333,T000939329,441793,Helminth infection,Condition,condition_1583
5964,NCT04510662,"Respiratory Distress Syndrome, Adult",Respiratory Distress Syndrome,D012128,T001010711,4195694,Acute respiratory distress syndrome,Condition,condition_34
5965,NCT04511429,"Infections, Coronavirus",COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_267
5966,NCT04511429,Kidney Transplantation,Kidney Transplantation,D016030,T047610,42539502,Transplanted kidney present,Condition,condition_1584
5967,NCT04511429,Liver Transplantation,Liver Transplantation,D016031,T047615,4340951,Liver transplant disorder,Condition,condition_1585
5968,NCT04511429,Cancer,Neoplasms,D009369,T027926,438112,Neoplastic disease,Condition,condition_25
5969,NCT04511429,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5970,NCT04511650,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
5971,NCT04511650,Acute Respiratory Distress Syndrome,Respiratory Distress Syndrome,D012128,T001010711,4195694,Acute respiratory distress syndrome,Condition,condition_18
5972,NCT04511780,Critical Illness,Critical Illness,D016638,T049821,432586,Mental disorder,Condition,condition_22
5973,NCT04511780,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5974,NCT04511780,"Stress Disorders, Post-Traumatic","Stress Disorders, Post-Traumatic",D013313,T039096,436676,Posttraumatic stress disorder,Condition,condition_615
5975,NCT04511819,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
5976,NCT04511923,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5977,NCT04511923,"ARDS, Human",Respiratory Distress Syndrome,D012128,T001010711,4195694,Acute respiratory distress syndrome,Condition,condition_257
5978,NCT04511923,"Lung Injury, Acute",Acute Lung Injury,D055371,T036122,4199961,Acute lung injury,Condition,condition_470
5979,NCT04511923,Ventilation Perfusion Mismatch,Lung,D008168,T024344,4203096,Lung mass,Condition,condition_1575
5980,NCT04511949,Coronavirus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_255
5981,NCT04511962,Pulmonary Disease,Lung Diseases,D008171,T024353,4081244,Multiple symmetrical lipomatosis,Condition,condition_638
5982,NCT04512027,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
5983,NCT04512079,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
5984,NCT04512079,SARS-CoV-2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_158
5985,NCT04512118,Presence of COVID-19 Compatible CT Abnormalities,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_1586
5986,NCT04512300,Dental Treatment During Covid -19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_1587
5987,NCT04513158,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5988,NCT04513184,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5989,NCT04513210,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5990,NCT04513314,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5991,NCT04513314,Hyperactive Delirium,Psychomotor Agitation,D011595,T034238,4187507,Psychomotor agitation,Condition,condition_1588
5992,NCT04513314,"Pneumonia, Viral","Pneumonia, Viral",D011024,T032427,261326,Viral pneumonia,Condition,condition_167
5993,NCT04513470,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
5994,NCT04513496,Telemedicine,Telemedicine,D017216,T051323,45763916,Able to participate in telemedicine consultation,Condition,condition_448
5995,NCT04513496,HIV-1-infection,HIV-1,D015497,T045956,4228115,Retinopathy associated with AIDS,Condition,condition_574
5996,NCT04513561,Inflammatory Disease,Inflammatory Disease,0,0,4027384,Inflammatory disorder,Condition,condition_1589
5997,NCT04513561,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
5998,NCT04513847,Psoriasis,Psoriasis,D011565,T034143,140168,Psoriasis,Condition,condition_1590
5999,NCT04513847,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6000,NCT04513964,Heart Failure,Heart Failure,D006333,T682059,316139,Heart failure,Condition,condition_187
6001,NCT04513964,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6002,NCT04513990,COVID-19 Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_147
6003,NCT04514003,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6004,NCT04514016,SARS-CoV Infection,SARS Virus,D045473,T538594,42600286,No virus seen,Condition,condition_129
6005,NCT04514016,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6006,NCT04514302,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
6007,NCT04514627,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
6008,NCT04514705,Coronavirus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_255
6009,NCT04514874,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6010,NCT04514874,SARS-CoV Infection,SARS Virus,D045473,T538594,42600286,No virus seen,Condition,condition_129
6011,NCT04514900,Obesity,Obesity,D009765,T029022,433736,Obesity,Condition,condition_16
6012,NCT04515108,"Pregnancy, Infections in","Pregnancy Complications, Infectious",D011251,T033146,4146482,Urinary tract infection in pregnancy,Condition,condition_1591
6013,NCT04515108,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6014,NCT04515147,Coronavirus,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_83
6015,NCT04515147,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6016,NCT04515147,SARS-CoV-2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_158
6017,NCT04515147,Severe Acute Respiratory Syndrome,"Respiration, Artificial",D012121,T036100,4200050,Finding of artificial lens,Condition,condition_259
6018,NCT04515199,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6019,NCT04515199,Telemedicine,Telemedicine,D017216,T051323,45763916,Able to participate in telemedicine consultation,Condition,condition_448
6020,NCT04515199,Quality of Life,Quality of Life,D011788,T034831,42600348,Quality of life finding,Condition,condition_733
6021,NCT04515199,Safety Issues,Adverse Drug Reaction Reporting Systems,D016907,T050623,4320832,Absence of drug reaction,Condition,condition_328
6022,NCT04515199,Symptoms,Depression,D003863,T011484,440383,Depressive disorder,Condition,condition_1592
6023,NCT04515225,HIV Infections,HIV Infections,D015658,T046323,439727,Human immunodeficiency virus infection,Condition,condition_11
6024,NCT04516486,"Respiratory Distress Syndrome, Adult",Respiratory Distress Syndrome,D012128,T001010711,4195694,Acute respiratory distress syndrome,Condition,condition_34
6025,NCT04516486,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
6026,NCT04516512,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
6027,NCT04516564,Coronavirus Disease 2019 (COVID-19),COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_175
6028,NCT04516668,Post Partum Depression,Depression,D003863,T011484,440383,Depressive disorder,Condition,condition_708
6029,NCT04516746,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
6030,NCT04516746,SARS-CoV-2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_158
6031,NCT04516759,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6032,NCT04516811,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
6033,NCT04516811,SARS-CoV-2 Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_342
6034,NCT04516811,Severe Acute Respiratory Syndrome Coronavirus 2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_360
6035,NCT04516824,Orthopaedic Disorders,Orthopedics,D009985,T029551,4201908,Lithopedion,Condition,condition_1593
6036,NCT04516837,Immune Thrombocytopenia,"Purpura, Thrombocytopenic, Idiopathic",D016553,T049523,4137430,Idiopathic thrombocytopenic purpura,Condition,condition_1594
6037,NCT04516850,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6038,NCT04516915,Covid 19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_290
6039,NCT04516928,SARS-CoV Infection,SARS Virus,D045473,T538594,42600286,No virus seen,Condition,condition_129
6040,NCT04516928,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6041,NCT04516941,SARS-CoV Infection,SARS Virus,D045473,T538594,42600286,No virus seen,Condition,condition_129
6042,NCT04516941,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
6043,NCT04516954,COVID 19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_290
6044,NCT04517006,Happiness,Happiness,D006240,T018916,4011528,Cheerful mood,Condition,condition_1595
6045,NCT04517006,Anxiety,Anxiety,D001007,T003092,441542,Anxiety,Condition,condition_123
6046,NCT04517006,Depression,Depression,D003863,T011484,440383,Depressive disorder,Condition,condition_124
6047,NCT04517006,Morality,Morals,D009014,T026944,4152640,False memories,Condition,condition_1173
6048,NCT04517097,Cancer,Neoplasms,D009369,T027926,438112,Neoplastic disease,Condition,condition_25
6049,NCT04517123,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6050,NCT04517123,"Pneumonia, Viral","Pneumonia, Viral",D011024,T032427,261326,Viral pneumonia,Condition,condition_167
6051,NCT04517136,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6052,NCT04517136,SARS-CoV Infection,SARS Virus,D045473,T538594,42600286,No virus seen,Condition,condition_129
6053,NCT04517136,"Burnout, Caregiver",Caregiver Burden,D000084802,T001010300,4139693,Caregiver able to cope,Condition,condition_501
6054,NCT04517136,"Burnout, Professional","Burnout, Professional",D002055,T005830,4238682,Physical AND emotional exhaustion state,Condition,condition_652
6055,NCT04517162,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6056,NCT04517162,Cytokine Storm,Cytokine Release Syndrome,D000080424,T000952163,46271778,Cytokine release syndrome,Condition,condition_236
6057,NCT04517162,Regulation of Inflammatory Response,Cytokines,D016207,T048200,4052282,Cytokinetic alteration,Condition,condition_1596
6058,NCT04517162,Pulmonary Fibrosis,Pulmonary Fibrosis,D011658,T034440,4197819,Fibrosis of lung,Condition,condition_1110
6059,NCT04517188,SARS-CoV-2 Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_342
6060,NCT04517396,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6061,NCT04517422,SARS-CoV Infection,SARS Virus,D045473,T538594,42600286,No virus seen,Condition,condition_129
6062,NCT04517630,Coronavirus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_255
6063,NCT04517630,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6064,NCT04517630,SARS (Severe Acute Respiratory Syndrome),Severe Acute Respiratory Syndrome,D045169,T536434,320651,Severe acute respiratory syndrome,Condition,condition_217
6065,NCT04517630,AKI,Acute Kidney Injury,D058186,T761752,197320,Acute renal failure syndrome,Condition,condition_543
6066,NCT04517682,RNA Virus Infections,RNA Virus Infections,D012327,T036605,36715980,Infection caused by Lassa virus,Condition,condition_686
6067,NCT04517695,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6068,NCT04517695,Acute Respiratory Distress Syndrome,Respiratory Distress Syndrome,D012128,T001010711,4195694,Acute respiratory distress syndrome,Condition,condition_18
6069,NCT04518410,Coronavirus,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_83
6070,NCT04518410,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6071,NCT04518514,Patients Undergoing Elective Surgery With Anesthesia,Anesthesia,D000758,T002261,4141128,Absence of sensation,Condition,condition_1597
6072,NCT04518735,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6073,NCT04518969,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6074,NCT04519034,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6075,NCT04519125,Severe Acute Respiratory Syndrome Coronavirus 2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_360
6076,NCT04519125,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
6077,NCT04519216,Breastfeeding,Breast Feeding,D001942,T005537,4022933,Breast finding,Condition,condition_1172
6078,NCT04519216,"Breastfeeding, Exclusive",Breast Feeding,D001942,T005537,4022933,Breast finding,Condition,condition_1598
6079,NCT04519216,Breastfeeding Jaundice,Breastfeeding Jaundice,C565501,T806892,4066258,Breastfeeding painful,Condition,condition_1599
6080,NCT04519216,Educational Problems,Social Problems,D012940,T038102,4305081,Emotional problems,Condition,condition_1600
6081,NCT04519255,PET/CT,Positron Emission Tomography Computed Tomography,D000072078,T000902074,4060498,CAT scan normal,Condition,condition_1601
6082,NCT04519255,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
6083,NCT04519255,Respiratory Function,Respiration,D012119,T036097,4262816,Thoracic breathing,Condition,condition_1602
6084,NCT04519255,Inflammatory Lesions,"Diagnosis, Differential",D003937,T011799,37109856,"Morphological description only, with differential diagnosis",Condition,condition_1603
6085,NCT04519307,Viral Infection,Virus Diseases,D014777,T043232,4176567,Restan virus disease,Condition,condition_581
6086,NCT04519320,Sars-CoV2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_35
6087,NCT04519372,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6088,NCT04519372,SARS-CoV-2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_158
6089,NCT04519385,"Pneumonia, Viral","Pneumonia, Viral",D011024,T032427,261326,Viral pneumonia,Condition,condition_167
6090,NCT04519398,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6091,NCT04519398,Corona Virus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_33
6092,NCT04519398,Thrombosis,Thrombosis,D013927,T040854,4231363,Thrombosis,Condition,condition_607
6093,NCT04519398,ARDS,"Respiration, Artificial",D012121,T036100,4200050,Finding of artificial lens,Condition,condition_131
6094,NCT04519398,Thrombophilia,Thrombophilia,D019851,T059062,4125650,Thrombophilia,Condition,condition_1604
6095,NCT04519398,"Thromboses, Intracranial",Thrombosis,D013927,T040854,4231363,Thrombosis,Condition,condition_1605
6096,NCT04519398,"Thromboses, Deep Vein",Thrombosis,D013927,T040854,4231363,Thrombosis,Condition,condition_1606
6097,NCT04519398,RAAS,Renin-Angiotensin System,D012084,T035939,4050011,Increased angiotensin II level,Condition,condition_1607
6098,NCT04519411,COVID 19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_290
6099,NCT04519424,Coronavirus Disease 2019 (COVID-19),COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_175
6100,NCT04519437,Healthy,Health Status,D006304,T019120,4269314,Mental state finding,Condition,condition_334
6101,NCT04519437,Chronic Stable Illness,Chronic Disease,D002908,T008425,443783,Chronic disease,Condition,condition_1608
6102,NCT04519502,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
6103,NCT04519502,Pregnancy Complications,Pregnancy Complications,D011248,T033133,3199162,Pregnancy complicated by obesity,Condition,condition_920
6104,NCT04520191,CKD,Glomerular Filtration Rate,D005919,T017913,3655421,Glomerular filtration rate decreased,Condition,condition_697
6105,NCT04520620,Sars-CoV2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_35
6106,NCT04520880,Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV 2 Infection),COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_1609
6107,NCT04520880,Hospitalized Patients,Patients,D010361,T030596,4188550,Patient paced,Condition,condition_1049
6108,NCT04520880,Laboratory-confirmed SARS-CoV 2 Infection,Severe Acute Respiratory Syndrome,D045169,T536434,320651,Severe acute respiratory syndrome,Condition,condition_1610
6109,NCT04521010,COVID-19 Pandemic,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_1212
6110,NCT04521036,COVID 19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_290
6111,NCT04521088,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
6112,NCT04521296,Mild to Moderate COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_1611
6113,NCT04521309,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
6114,NCT04521322,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6115,NCT04521400,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6116,NCT04522037,Patients Hospitalized in the Hospices Civils of Lyon,Hospices,D006738,T020332,4099958,Hospitalism,Condition,condition_1612
6117,NCT04522037,COVID-19 Disease,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_507
6118,NCT04522037,Moderate to Severe Dyspnea,Disabled Persons,D006233,T018902,4027468,Personal care disability,Condition,condition_1613
6119,NCT04522037,Without Resuscitation Objective Management,Cardiopulmonary Resuscitation,D016887,T050553,4256374,Cardiorespiratory arrest,Condition,condition_1614
6120,NCT04522076,COVID 19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_290
6121,NCT04522089,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
6122,NCT04522128,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
6123,NCT04522128,Quality of Life,Quality of Life,D011788,T034831,42600348,Quality of life finding,Condition,condition_733
6124,NCT04522128,Behavior,Behavior,0,0,4085332,Physical aggression,Condition,condition_1615
6125,NCT04522128,Social Isolation,Social Isolation,D012934,T038089,4309238,Social isolation,Condition,condition_391
6126,NCT04522310,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6127,NCT04522466,Sars-CoV2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_35
6128,NCT04522492,Skin Picking,Skin Diseases,D012871,T037939,4317258,Disorder of skin,Condition,condition_1616
6129,NCT04522817,Covid-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
6130,NCT04522830,SARS-CoV-2 Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_342
6131,NCT04522986,Severe Acute Respiratory Syndrome Coronavirus 2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_360
6132,NCT04523012,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6133,NCT04523051,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6134,NCT04523090,COVID-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
6135,NCT04523181,Covid-19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_5
6136,NCT04523246,Herpes Zoster,Herpes Zoster,D006562,T019760,443943,Herpes zoster,Condition,condition_1617
6137,NCT04523246,Allergy and Immunology,Hypersensitivity,D006967,T020920,4028685,Sensitive dentin,Condition,condition_1279
6138,NCT04523246,Corona Virus Infection,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_33
6139,NCT04523571,SARS-CoV-2,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_158
6140,NCT04523610,"Depression, Anxiety",Depression,D003863,T011484,440383,Depressive disorder,Condition,condition_317
6141,NCT04523610,Cognitive Impairment,Cognitive Dysfunction,D060825,T000902555,443432,Impaired cognition,Condition,condition_1618
6142,NCT04523610,Stress,Hydrocortisone,D006854,T020679,4297394,Abnormal cortisol,Condition,condition_233
6143,NCT04523831,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6144,NCT04524052,Healthy,Health Status,D006304,T019120,4269314,Mental state finding,Condition,condition_334
6145,NCT04524156,COVID,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_70
6146,NCT04524156,Acute Respiratory Distress Syndrome,Respiratory Distress Syndrome,D012128,T001010711,4195694,Acute respiratory distress syndrome,Condition,condition_18
6147,NCT04524156,Endothelial Dysfunction,Vascular Diseases,D014652,T042863,443784,Vascular disorder,Condition,condition_606
6148,NCT04524234,Covid19,COVID-19,D000086382,T001007884,37311061,COVID-19,Condition,condition_10
6149,NCT04524234,Left Ventricular Dysfunction,"Ventricular Dysfunction, Left",D018487,T055063,43020895,Fetal left ventricular dysfunction,Condition,condition_406
